obs_date,mars_equities_portfolio,mars_bonds_portfolio,mars_commodities_portfolio,mars_inflation_portfolio
6/30/1980,0.036872614,-0.025931967,0.039341664,0.015055761
7/31/1980,0.006376157,-0.031689035,0.008601741,0.009832834
8/31/1980,0.01943947,-0.013795854,0.045084617,-0.005258289
9/30/1980,0.026118325,-0.020478928,0.020838043,0.003052563
10/31/1980,0.042656369,-0.014928918,-0.024811643,-0.004464859
11/30/1980,-0.04429349,0.004433445,-0.091810019,-0.012750744
12/31/1980,-0.031077869,-0.007967841,-0.07821651,-0.009016262
1/31/1981,0.004203568,-0.033121784,-0.041370207,0.014375483
2/28/1981,0.01957027,0.013522296,-0.013932609,-7.22E-05
3/31/1981,0.005592597,-0.038452673,-0.025255102,0.002039611
4/30/1981,-0.014057182,0.007151015,-0.007719232,-0.002531186
5/31/1981,-0.002951158,-0.016457536,-0.07903716,-0.010525496
6/30/1981,-0.005797339,-0.039071106,0.031566466,0.021600786
7/31/1981,-0.038927704,-0.029467634,-0.047054906,0.012869854
8/31/1981,-0.08862724,-0.018309151,-0.013988301,-0.000116292
9/30/1981,0.015839855,0.039747214,-0.008749614,-0.004100939
10/31/1981,0.036681308,0.071126396,-0.056144843,-0.028052154
11/30/1981,-0.020575099,-0.030521589,-0.066901449,-0.000669309
12/31/1981,-0.012875303,-0.003431518,0.066941004,0.007035921
1/31/1982,-0.057294223,0.009509781,-0.033707893,-0.009262869
2/28/1982,-0.026377863,-0.000958384,0.024928066,-0.009704794
3/31/1982,0.022794853,0.011396739,0.024555377,-0.002839994
4/30/1982,-0.025462115,0.002407783,-0.0074251,0.005792361
5/31/1982,-0.035603049,-0.031436139,-0.041853815,0.002058525
6/30/1982,-0.020261566,0.031343776,0.011387329,0.004357405
7/31/1982,0.070058443,0.041293189,-0.010447037,-0.009498457
8/31/1982,0.007964829,0.045977145,-0.036621935,-0.008408267
9/30/1982,0.071448307,0.045704191,-0.012111022,-0.008936484
10/31/1982,0.031760573,0.001261249,0.031920298,0.000976328
11/30/1982,0.020643854,0.029921985,-0.018411474,-0.00104261
12/31/1982,0.022623331,-0.018209833,0.000126976,0.012306741
1/31/1983,0.011964478,0.028693861,-0.017892315,0.001961513
2/28/1983,0.032254476,-0.009105887,0.058043694,0.00586258
3/31/1983,0.057274367,0.017418033,0.002963567,0.003333574
4/30/1983,-0.013811643,-0.017724834,-0.002110133,0.007733466
5/31/1983,0.030345518,-0.006849071,0.005307416,0.004273479
6/30/1983,-0.017448337,-0.029133499,0.027184902,0.021573031
7/31/1983,0.007481948,-0.006605293,0.008730944,0.004778893
8/31/1983,0.004922282,0.027144939,-0.035188779,-0.005604553
